Date,Country,Confirmed,Deaths,Recovered,Active,Tests,Vaccination Rate (%),Hospitalized,ICU,New Cases,New Deaths,Stringency Index,Population,Positivity Rate (%),Reproduction Rate (R),Healthcare Pressure Index,Mobility Index,Stringent Lockdown,Mask Mandate,School Closures,International Travel,People Vaccinated,People Fully Vaccinated,Booster Doses Given,Vaccine Type,Hospital Beds per 1000,ICU Beds per 1000,Doctors per 1000,GDP Impact (%),Unemployment Rate (%),Stimulus Package Amount (Billion USD),Lockdown Level,Vaccination Mandate,Testing Mandate,Dominant Variant,Wave Number,Cases Age 0-17,Cases Age 18-44,Cases Age 45-60,Cases Age 60+,New Recoveries,Tests Per Million,Deaths Per Million
2020-04-18,USA,43990,445,39607,3938,60265,8.1,482,93,982,36,85.24,71967603,1.63,1.33,87.49,31.02,No,No,Partial,Banned,4466270,3745325,384749,Pfizer,2.05,2.24,1.43,-7.33,19.91,473.19,Low,No,Yes,Delta,1,82287,270294,105370,144773,41713,19877,8.0
2020-04-19,USA,44504,453,40072,3979,60969,8.19,143,92,904,42,41.72,126925302,1.48,0.86,62.97,25.95,Yes,No,Open,Allowed,3756732,3612048,345637,Covishield,3.24,2.98,1.37,1.55,6.01,289.86,Medium,No,No,Beta,4,20266,262137,61019,18532,35777,12546,1.38
2020-04-20,USA,44997,458,40524,4015,61644,8.29,825,42,365,17,38.88,213410002,0.59,1.52,25.33,-12.82,Yes,Yes,Open,Banned,4117746,3611604,668103,Sinovac,3.39,2.42,1.8,-7.4,9.28,331.88,High,Yes,Yes,Beta,1,56385,56174,99687,41434,46519,19524,7.64
2020-04-21,USA,45408,462,40994,3952,62207,8.38,842,75,272,25,88.16,78937297,0.44,0.97,55.2,2.69,No,Yes,Partial,Banned,1952052,1162638,391898,Pfizer,3.16,0.79,3.81,-2.39,17.29,62.02,Full,Yes,Yes,Beta,3,52706,223069,6697,87956,35886,16698,4.77
2020-04-22,USA,45905,467,41468,3970,62888,8.47,691,33,157,40,85.48,296250061,0.25,1.29,98.91,9.58,No,Yes,Closed,Restricted,2110935,2086664,107815,Covishield,4.52,2.42,2.89,-1.75,18.86,320.19,Medium,No,Yes,Delta,3,7588,106620,21889,40908,14605,3415,9.24
2020-04-23,USA,46399,473,41918,4008,63565,8.57,607,78,127,40,96.41,309339673,0.2,1.96,10.42,9.27,No,No,Open,Restricted,1567890,704535,900134,Covishield,3.04,1.08,3.54,-1.97,7.79,32.92,High,No,Yes,Delta,1,27080,131368,10853,86070,22198,10562,6.75
2020-04-24,USA,46912,475,42354,4083,64268,8.66,183,61,32,46,36.79,171094837,0.05,0.98,10.18,21.39,No,Yes,Closed,Banned,2065510,1630750,313597,Pfizer,5.44,2.01,3.6,-10.04,11.99,356.06,Medium,Yes,No,Alpha,4,74874,103194,92629,104738,30929,8905,0.82
2020-04-25,USA,47384,480,42826,4078,64914,8.75,926,66,509,47,99.17,292714088,0.78,0.99,55.43,-27.53,Yes,No,Partial,Restricted,3246728,2468717,201761,Sputnik,5.4,2.77,1.57,-6.4,8.05,230.19,High,Yes,Yes,None,2,80918,254018,58785,117483,45531,12241,0.17
2020-04-26,USA,47882,484,43275,4123,65596,8.85,362,56,911,8,51.41,284892204,1.39,0.99,39.39,-30.63,Yes,Yes,Open,Allowed,1404947,586471,9689,Moderna,4.67,2.95,2.28,-2.09,11.87,249.54,Full,No,No,None,3,28125,59421,96296,38900,49895,9699,2.08
2020-04-27,USA,48365,490,43728,4147,66258,8.94,900,91,427,20,46.84,294411901,0.64,1.86,56.89,-21.24,No,No,Partial,Restricted,1798434,1141848,616484,Covishield,3.82,1.8,3.75,-1.31,19.98,285.05,High,Yes,Yes,Beta,1,16336,202671,42073,105736,35941,9950,2.95
2020-04-28,USA,48857,497,44199,4161,66932,9.03,229,91,264,32,71.47,227092416,0.39,0.78,15.21,38.02,No,Yes,Partial,Banned,1780125,1313819,310709,Pfizer,3.94,1.82,2.76,0.39,12.59,257.85,High,Yes,Yes,Omicron,3,80600,227363,59556,105191,37452,9505,2.8
2020-04-29,USA,49375,504,44586,4285,67642,9.12,156,79,293,21,47.7,169280032,0.43,0.8,13.98,41.22,No,Yes,Open,Banned,345662,-222308,368158,Sputnik,5.3,0.59,3.22,-5.25,5.27,321.99,Full,No,No,Omicron,3,30469,18644,90651,137467,1750,1291,9.25
2020-04-30,USA,49882,508,45013,4361,68336,9.22,798,76,383,22,46.6,215100036,0.56,1.99,67.61,45.03,Yes,Yes,Closed,Allowed,4969160,4399447,225553,Sputnik,4.54,1.14,1.03,-4.56,13.96,171.36,Full,Yes,No,Omicron,4,59247,225706,131140,27931,4601,16663,8.7
2020-05-01,USA,50349,511,45451,4387,68976,9.31,596,58,285,38,42.41,71061683,0.41,0.83,25.08,-35.88,No,Yes,Partial,Restricted,4608464,4137133,540399,Moderna,4.2,2.0,2.42,-10.93,16.29,403.56,Low,No,No,None,1,31161,248187,89447,34820,1669,1226,3.57
2020-05-02,USA,50801,516,45872,4413,69595,9.4,162,96,275,25,70.66,106806269,0.4,1.4,95.32,10.6,Yes,Yes,Partial,Restricted,1695824,1666693,615467,Covishield,4.07,0.56,2.76,0.99,5.64,65.43,Low,No,Yes,Beta,3,5129,213609,9952,75916,22581,12795,9.54
2020-05-03,USA,51301,524,46327,4450,70280,9.5,768,38,778,9,55.74,178922074,1.11,0.73,29.27,-24.3,No,No,Open,Allowed,4645089,4343642,462850,Sputnik,3.1,0.8,1.51,-4.37,7.28,235.28,Low,No,No,None,1,95768,41786,31618,12692,29347,15747,9.74
2020-05-04,USA,51781,532,46741,4508,70938,9.59,635,85,499,32,66.34,133688137,0.7,0.88,95.45,21.78,Yes,Yes,Partial,Banned,3133645,2463362,774449,Sinovac,3.07,0.76,1.61,-7.58,8.5,312.25,Low,No,No,Alpha,4,73308,296320,93108,11212,37381,10051,8.2
2020-05-05,USA,52277,540,47183,4554,71617,9.68,354,37,747,14,58.68,50070011,1.04,1.31,79.92,20.78,No,No,Open,Restricted,3250782,3174093,189740,Covishield,2.5,2.3,2.29,-3.04,5.38,137.04,Low,Yes,No,Beta,3,56864,136347,139332,44791,7076,7335,1.27
2020-05-06,USA,52761,547,47652,4562,72281,9.78,988,92,915,39,75.65,319898207,1.27,1.93,95.68,-7.18,No,No,Closed,Restricted,4302106,3385123,747885,Sinovac,2.07,2.47,1.03,1.52,9.69,400.82,Low,No,Yes,Beta,3,15413,104329,14730,50294,41298,10000,2.01
2020-05-07,USA,53227,551,48131,4545,72919,9.87,505,96,337,22,95.88,86542868,0.46,1.22,12.57,29.92,No,Yes,Partial,Allowed,4005379,3438593,313497,Covishield,1.93,2.21,1.95,-9.49,6.59,415.97,Medium,Yes,No,Omicron,3,21252,103676,130643,11227,47620,13148,0.24
2020-05-08,USA,53728,561,48598,4569,73605,9.96,753,42,518,18,80.33,122618785,0.7,1.85,14.9,-10.18,No,Yes,Open,Restricted,4790622,4287655,785037,Covishield,5.49,1.24,2.78,-8.11,6.06,488.14,High,Yes,Yes,None,4,27779,130271,170296,64768,44984,14214,6.44
2020-05-09,USA,54214,567,49046,4601,74271,10.06,885,82,759,24,78.86,280326111,1.02,1.74,82.59,6.28,No,Yes,Partial,Restricted,373666,68065,955995,Sputnik,4.42,1.79,3.59,0.46,5.95,64.43,High,Yes,Yes,Omicron,4,80240,240940,144924,48831,46372,16768,3.59
2020-05-10,USA,54714,574,49488,4652,74956,10.15,303,29,521,13,77.85,276850387,0.7,1.54,79.05,34.58,No,Yes,Closed,Banned,3537859,3169348,813769,Sinovac,3.93,2.84,2.86,-8.52,17.63,429.91,High,Yes,No,Alpha,4,93032,126284,189204,40912,13225,11090,0.37
2020-05-11,USA,55193,578,49952,4663,75612,10.24,509,84,828,2,40.0,138300864,1.1,1.61,87.3,2.91,Yes,Yes,Open,Allowed,4080618,3383058,235817,Moderna,3.57,0.89,3.26,-7.1,18.06,39.27,Full,Yes,No,None,4,50190,299640,144974,66416,42270,11787,7.16
2020-05-12,USA,55699,581,50395,4723,76306,10.34,604,45,730,6,51.04,171056660,0.96,1.69,99.34,42.62,No,Yes,Partial,Restricted,1019364,142092,241303,Covishield,2.69,0.7,3.15,0.41,10.4,195.26,High,Yes,Yes,Beta,2,12269,236461,199821,47708,10437,2635,2.06
2020-05-13,USA,56183,586,50840,4757,76969,10.43,731,85,178,17,49.2,62443583,0.23,1.6,49.57,38.58,No,No,Open,Banned,2063270,1202716,960553,Pfizer,4.54,1.41,1.03,0.66,13.98,389.44,Full,No,No,Delta,1,74007,33855,55932,83394,32699,10307,0.32
2020-05-14,USA,56660,593,51286,4781,77622,10.52,798,16,12,49,62.3,198779059,0.02,1.26,20.79,-7.99,No,Yes,Closed,Banned,3606119,2686328,936112,Pfizer,4.48,1.77,2.68,-2.63,8.7,475.74,Full,No,No,None,1,85613,257922,54132,54878,45328,5436,0.65
2020-05-15,USA,57151,600,51751,4800,78295,10.61,126,74,373,26,71.51,346312387,0.48,0.66,71.99,-20.79,No,Yes,Partial,Banned,541465,-402580,550759,Pfizer,4.17,2.88,1.96,-9.27,8.74,304.23,High,Yes,Yes,Omicron,1,17381,123142,157429,92295,43900,11958,1.06
2020-05-16,USA,57646,609,52209,4828,78973,10.71,555,27,898,1,66.28,20148395,1.14,0.9,11.46,-19.51,Yes,No,Partial,Banned,3478955,3373031,115416,Sinovac,5.91,2.54,2.68,-2.48,6.43,199.09,High,Yes,No,None,3,9702,219955,63150,130898,40605,13238,8.72
2020-05-17,USA,58138,614,52669,4855,79647,10.8,342,56,255,2,51.07,89801507,0.32,1.3,86.09,-42.65,Yes,No,Partial,Restricted,1283108,469158,573640,Sinovac,2.62,2.85,1.56,-5.69,19.16,402.71,Low,Yes,Yes,Beta,2,30100,250359,124097,140474,44191,9035,9.01
2020-05-18,USA,58667,619,53147,4901,80372,10.89,547,79,528,13,55.57,263726246,0.66,1.02,21.98,-10.63,Yes,Yes,Closed,Allowed,1533457,1513006,632283,Pfizer,5.26,2.49,1.38,-6.55,10.93,377.74,Medium,No,Yes,Alpha,3,27973,192874,194637,125305,43254,4588,3.93
2020-05-19,USA,59175,626,53576,4973,81068,10.99,213,52,383,5,65.01,130194244,0.47,1.17,85.93,-33.35,Yes,No,Open,Restricted,2708792,1832994,4984,Sputnik,1.7,2.1,3.47,-6.27,17.76,245.63,Low,No,Yes,Alpha,1,60558,169274,177706,61380,2258,12430,2.31
2020-05-20,USA,59695,630,54012,5053,81780,11.08,633,84,119,39,33.01,250849955,0.15,0.74,44.91,20.28,Yes,Yes,Partial,Allowed,4237319,3689082,795075,Sinovac,3.84,1.3,1.75,-8.86,18.91,421.54,High,Yes,Yes,Beta,4,79714,126613,72966,35949,16703,9356,9.45
2020-05-21,USA,60182,633,54435,5114,82447,11.17,557,31,194,34,79.62,18794345,0.24,1.08,76.57,10.98,Yes,No,Open,Banned,1475139,1085564,300724,Pfizer,3.0,1.14,2.78,-5.78,18.79,318.81,Medium,No,Yes,Beta,3,22309,88403,92849,125518,20505,3028,0.29
2020-05-22,USA,60697,637,54883,5177,83153,11.27,656,16,475,43,91.59,48720174,0.57,1.35,20.79,-15.72,No,Yes,Open,Allowed,3095702,2712928,283526,Sputnik,5.36,2.51,1.46,-6.02,4.21,283.9,Full,Yes,No,Beta,3,68506,191919,120216,120740,47167,3101,1.8
2020-05-23,USA,61205,642,55322,5241,83849,11.36,846,26,459,42,35.07,46999663,0.55,0.92,11.44,31.67,No,No,Open,Allowed,956725,578046,863110,Covishield,5.36,2.48,3.63,-2.87,7.39,199.69,Full,No,No,Alpha,2,66873,220434,102237,125765,1009,10317,2.81
2020-05-24,USA,61738,645,55792,5301,84579,11.45,517,51,802,19,42.73,287187737,0.95,1.3,46.15,38.33,Yes,Yes,Open,Banned,4259779,3832491,139976,Sinovac,4.0,1.65,1.1,-10.2,5.23,421.24,Medium,No,Yes,Delta,4,12519,153934,7192,25567,24368,7933,7.28
2020-05-25,USA,62214,653,56205,5356,85231,11.55,358,91,431,35,40.84,157043761,0.51,0.75,80.43,-37.57,Yes,Yes,Partial,Allowed,2902728,2678397,822779,Sputnik,5.04,0.65,1.74,-7.24,18.34,348.35,Low,Yes,Yes,Omicron,2,96806,212807,154282,104126,1210,18915,4.77
2020-05-26,USA,62705,659,56661,5385,85904,11.64,761,25,146,47,81.4,55545036,0.17,0.83,50.82,19.34,No,No,Open,Allowed,3205916,3071394,318148,Covishield,4.74,1.7,2.44,-8.42,5.09,169.68,High,Yes,No,None,4,85586,133073,129665,80419,8259,1555,1.51
2020-05-27,USA,63201,666,57143,5392,86583,11.73,462,90,340,41,84.69,236278836,0.39,1.67,11.3,-23.63,Yes,No,Open,Restricted,4006391,3764561,506989,Covishield,3.38,2.2,3.04,0.57,11.36,165.31,Low,No,No,Alpha,2,51066,66057,43524,124609,19758,15232,2.49
2020-05-28,USA,63737,668,57589,5480,87317,11.82,671,60,931,32,60.49,219903040,1.07,0.92,88.78,-23.84,No,Yes,Closed,Banned,4972991,4398393,176226,Sputnik,4.59,1.87,2.47,-11.54,17.33,473.38,Full,Yes,No,Alpha,2,37382,160841,95074,73192,45679,5720,6.66
2020-05-29,USA,64233,675,58016,5542,87997,11.92,567,71,355,9,32.78,154780986,0.4,1.33,15.89,-20.37,Yes,No,Partial,Allowed,3995629,3112557,272752,Pfizer,2.72,0.96,2.78,-11.68,4.11,133.71,Medium,Yes,No,None,4,56320,90492,115763,141255,12692,13254,9.15
2020-05-30,USA,64735,678,58493,5564,88685,12.01,105,18,492,11,54.16,23738211,0.55,0.72,46.65,40.74,Yes,No,Closed,Banned,4200744,3206952,343241,Pfizer,3.21,2.74,3.97,-7.82,17.1,40.74,Medium,No,No,Alpha,4,35145,43379,167529,93610,23218,7862,7.67
2020-05-31,USA,65221,680,58922,5619,89350,12.1,937,32,780,20,38.82,53495472,0.87,1.97,20.52,-21.5,Yes,Yes,Partial,Allowed,4291027,3744236,957753,Pfizer,2.33,1.14,3.75,-4.17,10.92,154.84,Medium,Yes,No,Beta,3,94170,20492,82591,67743,15905,6818,4.01
2020-06-01,USA,65693,682,59379,5632,89997,12.2,763,87,528,18,77.41,236267763,0.59,1.03,16.03,15.3,No,Yes,Partial,Restricted,4580026,3613617,837494,Pfizer,3.93,0.68,1.65,-2.56,18.62,274.36,Full,No,Yes,Beta,2,62786,81942,162690,36452,31788,3033,0.96
2020-06-02,USA,66219,685,59823,5711,90718,12.29,770,12,622,13,33.25,216564940,0.69,1.49,57.21,17.02,Yes,Yes,Partial,Restricted,1396071,728342,248634,Covishield,5.06,2.89,3.64,-3.77,17.61,448.37,Low,No,No,Omicron,3,8475,77015,13623,31833,42565,6119,9.27
2020-06-03,USA,66730,691,60296,5743,91418,12.38,345,64,70,17,49.23,339676489,0.08,0.74,74.4,-14.35,No,No,Partial,Banned,1666369,1257030,774604,Covishield,2.58,0.65,1.94,-7.15,17.75,215.12,Medium,Yes,Yes,Beta,3,13019,111652,182502,106862,19979,640,6.05
2020-06-04,USA,67239,696,60725,5818,92115,12.48,990,90,855,4,48.03,28764004,0.93,1.5,86.98,14.93,No,No,Closed,Allowed,213340,106465,534052,Sinovac,2.21,0.71,1.78,-2.11,18.48,355.66,Full,Yes,Yes,Omicron,4,74295,202522,39146,25628,32310,19626,4.74
2020-06-05,USA,67742,701,61178,5863,92804,12.57,979,11,287,14,76.81,279841153,0.31,0.97,99.05,45.43,Yes,No,Open,Restricted,4068563,3132001,854976,Covishield,4.31,2.01,3.19,-0.72,19.01,127.55,Low,Yes,Yes,Alpha,3,84977,267048,28726,75624,24808,1855,2.91
2020-06-06,USA,68214,706,61668,5840,93451,12.66,807,94,790,18,52.97,309917157,0.85,1.63,85.14,-43.55,No,No,Closed,Restricted,2738725,2341346,85357,Sinovac,2.28,0.8,3.89,-0.48,7.33,186.96,Low,Yes,Yes,Alpha,2,43556,62451,109097,52907,4688,10803,4.94
2020-06-07,USA,68700,709,62163,5828,94116,12.76,628,82,442,6,86.71,132840185,0.47,0.71,73.07,11.97,No,No,Partial,Restricted,3995987,3941476,116492,Pfizer,3.4,2.98,2.09,-3.46,4.43,314.38,Medium,Yes,No,Delta,1,6071,120352,118232,68998,9413,4888,0.86
2020-06-08,USA,69213,711,62627,5875,94819,12.85,850,99,977,10,60.74,249225690,1.03,1.42,92.66,-27.87,No,No,Partial,Allowed,788831,753932,803644,Pfizer,3.76,2.86,1.53,-8.87,4.34,162.28,Full,Yes,Yes,Delta,1,23695,256331,117750,8312,17512,970,1.46
2020-06-09,USA,69758,713,63069,5976,95566,12.94,264,33,159,45,33.51,214116225,0.17,0.9,43.59,-6.74,No,No,Open,Restricted,2115973,1401793,301426,Moderna,5.33,1.35,1.08,-8.49,10.74,326.13,Medium,No,Yes,Omicron,3,25680,95279,135823,48756,1107,12240,9.57
2020-06-10,USA,70273,717,63509,6047,96271,13.04,491,58,332,22,73.8,171551040,0.34,0.66,41.74,0.26,No,Yes,Closed,Banned,19063,-656344,909133,Moderna,3.6,2.09,1.29,-1.15,8.4,76.34,High,Yes,No,Beta,3,14614,130392,164385,57154,3452,5870,3.55
2020-06-11,USA,70775,722,63931,6122,96959,13.13,493,76,78,2,30.67,222221500,0.08,1.32,28.62,-20.73,Yes,No,Partial,Restricted,3656469,3594445,361535,Moderna,2.75,2.19,3.57,-10.32,5.36,137.89,Full,No,No,None,3,8229,71838,51989,95857,31120,5398,7.02
2020-06-12,USA,71290,724,64372,6194,97665,13.22,476,65,766,7,77.54,111843166,0.78,1.86,63.04,25.63,Yes,Yes,Partial,Banned,4740804,4092827,354076,Pfizer,4.75,0.75,1.08,-8.86,9.69,440.79,Medium,No,No,Beta,1,1379,243032,79241,50749,46182,5616,5.81
2020-06-13,USA,71772,731,64821,6220,98325,13.31,365,98,581,23,68.9,88798079,0.59,1.53,18.18,33.39,Yes,Yes,Partial,Banned,1557982,1509021,996135,Pfizer,3.67,2.19,1.78,1.1,18.69,222.31,Medium,Yes,Yes,None,1,57180,35127,7058,129178,21115,5238,5.74
2020-06-14,USA,72269,737,65265,6267,99006,13.41,790,45,484,21,69.58,90662927,0.49,1.09,82.42,13.15,No,No,Partial,Allowed,4832017,4170979,976957,Sinovac,4.28,1.31,3.33,-7.45,16.62,320.59,High,Yes,No,Beta,2,85069,182776,18632,38015,17530,11269,2.36
2020-06-15,USA,72767,739,65722,6306,99688,13.5,600,54,166,40,42.91,156302137,0.17,1.32,19.81,-47.41,Yes,Yes,Open,Banned,4760691,4748176,11091,Moderna,4.55,1.76,2.13,1.23,7.28,438.55,Low,No,Yes,Delta,3,53363,218158,188240,55642,37354,15385,8.27
2020-06-16,USA,73239,742,66200,6297,100335,13.59,378,76,88,6,50.35,236940538,0.09,1.93,54.07,45.55,No,Yes,Closed,Allowed,3070272,2967342,218094,Covishield,4.55,1.88,1.71,-4.7,18.4,344.37,Full,Yes,No,Beta,4,1688,190738,32892,46107,27942,9699,9.75
2020-06-17,USA,73780,748,66620,6412,101076,13.69,920,42,430,18,81.61,211919977,0.43,1.3,11.79,3.23,No,Yes,Open,Banned,1856341,1440982,702839,Pfizer,4.57,2.72,3.22,-5.34,12.3,301.17,Low,No,Yes,None,1,92681,14462,42469,41727,39325,9561,6.1
2020-06-18,USA,74281,749,67065,6467,101762,13.78,887,27,441,28,70.67,208171487,0.43,1.85,71.51,-23.02,No,No,Partial,Banned,4723123,4146140,78927,Moderna,2.67,2.05,2.98,-7.15,19.2,365.15,Medium,Yes,Yes,Beta,1,28873,129575,102009,95754,29640,14805,6.53
2020-06-19,USA,74777,753,67516,6508,102442,13.87,488,80,654,4,83.4,121371941,0.64,1.07,29.63,31.59,Yes,No,Partial,Restricted,3575066,3458480,409821,Moderna,2.9,2.71,3.76,-6.34,11.18,333.09,Low,Yes,No,Beta,3,88735,238948,71842,109140,32130,17336,7.26
2020-06-20,USA,75306,757,67937,6612,103167,13.97,436,83,25,36,48.68,21318493,0.02,1.3,78.35,30.85,No,Yes,Open,Allowed,4604056,4086602,35988,Sinovac,4.26,1.84,1.16,-1.96,6.23,459.71,Low,No,Yes,None,1,22927,296099,133661,34937,30183,8740,5.49
2020-06-21,USA,75753,760,68411,6582,103779,14.06,170,24,262,35,55.5,126303933,0.25,1.25,75.94,10.1,No,Yes,Open,Restricted,927590,399873,260976,Moderna,3.65,0.52,2.41,-8.47,13.34,446.62,High,Yes,No,Delta,3,7971,154350,34077,64472,32510,6769,7.6
2020-06-22,USA,76217,764,68894,6559,104415,14.15,907,38,902,26,68.31,141134951,0.86,0.74,95.8,7.72,Yes,No,Partial,Restricted,803049,281642,206283,Sinovac,4.27,1.97,2.36,-0.44,19.87,495.39,Full,No,Yes,None,3,80212,25859,74202,129550,48504,10859,5.44
2020-06-23,USA,76710,767,69326,6617,105090,14.25,100,18,683,25,85.86,13369496,0.65,1.38,61.88,16.62,Yes,Yes,Partial,Restricted,1212998,579680,712630,Sinovac,3.78,1.61,1.76,-8.87,11.91,486.12,High,Yes,Yes,Beta,2,92068,187631,136835,24967,13871,12740,8.56
2020-06-24,USA,77218,774,69783,6661,105786,14.34,456,88,81,19,35.88,78204784,0.08,1.36,56.88,-15.29,No,Yes,Open,Allowed,179752,-729294,971662,Sinovac,2.39,1.61,3.85,-7.21,13.01,291.78,High,Yes,Yes,Delta,2,41554,286197,119920,30594,46091,12062,6.45
2020-06-25,USA,77747,778,70270,6699,106511,14.43,922,85,20,40,76.05,135348030,0.02,0.79,25.65,-37.72,Yes,No,Closed,Allowed,1942877,1216790,895625,Covishield,3.86,1.85,2.88,0.15,9.89,271.54,Low,No,No,Omicron,2,39969,228842,55186,126286,9814,16579,7.05
2020-06-26,USA,78227,784,70727,6716,107168,14.53,581,17,126,36,45.06,274393379,0.12,0.88,98.07,49.02,Yes,Yes,Partial,Banned,2463325,1894806,527250,Sputnik,2.21,2.22,1.36,-9.52,13.48,145.94,High,Yes,No,Omicron,2,93502,95899,140227,7008,17712,13268,6.43
2020-06-27,USA,78702,791,71162,6749,107819,14.62,748,53,221,17,79.3,290324737,0.2,1.51,32.46,-22.14,No,Yes,Partial,Banned,1958163,1154392,549415,Sputnik,4.64,2.35,2.84,-9.79,6.14,59.77,Low,No,No,Delta,4,43226,135106,58612,110238,15515,14213,9.13
2020-06-28,USA,79177,796,71598,6783,108470,14.71,765,89,35,39,97.59,210658172,0.03,0.64,64.87,-36.1,No,Yes,Open,Restricted,4648332,4286870,638290,Sputnik,2.42,1.12,3.51,-0.22,9.06,162.11,Low,No,Yes,Beta,2,22614,296888,98000,89158,45752,10914,7.14
2020-06-29,USA,79643,798,72080,6765,109108,14.8,686,95,984,22,86.4,103689407,0.9,1.08,55.68,-27.83,No,Yes,Closed,Allowed,4799815,4631325,274811,Covishield,5.09,2.48,1.37,1.46,4.11,378.64,Medium,Yes,Yes,Beta,3,48774,96506,27459,137814,22314,4154,0.23
2020-06-30,USA,80135,802,72512,6821,109782,14.9,896,73,802,17,84.06,56545417,0.73,0.95,48.22,-49.72,No,Yes,Partial,Banned,1704493,706263,478451,Sputnik,5.02,1.59,3.0,-7.23,19.66,312.42,Full,No,No,Omicron,1,46239,46664,178347,76193,35910,17282,3.97
2020-07-01,USA,80641,806,72953,6882,110475,14.99,661,71,862,43,63.41,321038184,0.78,1.95,32.29,34.88,Yes,No,Partial,Restricted,2547094,2286096,461391,Pfizer,3.81,0.83,2.19,-3.71,17.42,415.62,Full,Yes,Yes,Delta,4,48273,262259,67669,100184,26269,9087,1.55
2020-07-02,USA,81170,809,73384,6977,111200,15.08,968,91,603,33,94.02,29438307,0.54,1.78,98.39,-29.93,Yes,Yes,Closed,Banned,570006,-223129,348838,Pfizer,5.64,0.81,1.77,0.97,5.51,314.71,Medium,No,No,None,4,17741,174163,18756,17375,8742,11479,2.73
2020-07-03,USA,81662,811,73838,7013,111874,15.18,354,46,553,8,85.48,279334545,0.49,1.17,89.99,29.04,No,No,Open,Allowed,3324829,2670966,850329,Sputnik,4.69,1.86,2.16,-2.51,12.21,233.77,Full,Yes,Yes,None,2,23757,20704,191564,80494,34700,510,9.63
2020-07-04,USA,82166,815,74301,7050,112565,15.27,607,30,67,37,30.38,48410251,0.06,1.52,66.95,-3.74,Yes,Yes,Partial,Allowed,4727550,4296218,474522,Pfizer,1.68,1.23,2.8,-9.75,13.75,369.43,High,No,Yes,Alpha,4,2502,36584,196381,584,19737,15267,7.76
2020-07-05,USA,82690,817,74756,7117,113282,15.36,908,25,588,7,85.34,245662871,0.52,1.68,16.68,32.92,No,No,Open,Allowed,3035387,2087140,82856,Pfizer,4.76,2.8,3.75,-0.18,12.94,355.06,Full,No,No,None,3,15806,56717,143789,136181,26326,3232,8.0
2020-07-06,USA,83187,822,75201,7164,113963,15.46,364,56,498,23,39.12,298098636,0.44,1.22,66.12,1.16,No,Yes,Open,Banned,1498482,1017253,145805,Sinovac,1.93,2.18,2.95,-10.23,10.35,329.34,Medium,No,Yes,Omicron,1,90555,45189,16879,37855,16635,14019,6.46
2020-07-07,USA,83664,827,75664,7173,114617,15.55,875,47,237,34,68.23,243071495,0.21,0.76,89.02,-2.53,No,Yes,Open,Allowed,2978309,2212840,234845,Pfizer,3.75,2.09,2.51,-11.15,12.19,101.05,Medium,No,Yes,Alpha,2,32834,283423,25238,4222,1036,14415,1.71
2020-07-08,USA,84136,832,76091,7213,115263,15.64,856,97,712,14,58.49,212247569,0.62,0.66,11.57,-44.99,Yes,No,Open,Banned,3841103,3386248,370322,Sinovac,4.93,2.68,2.01,-9.38,12.73,48.12,Medium,Yes,Yes,Omicron,1,36731,23412,77606,57075,9168,17850,6.68
2020-07-09,USA,84662,844,76524,7294,115984,15.74,874,77,567,49,40.42,319557068,0.49,0.89,87.31,32.0,No,No,Open,Restricted,3653031,3567717,810148,Sputnik,2.5,0.72,1.96,-1.22,12.99,299.61,Full,Yes,No,Beta,3,92067,76771,98101,45052,9298,15592,7.26
2020-07-10,USA,85158,850,76976,7332,116663,15.83,622,94,513,41,73.64,279747285,0.44,1.09,43.5,-13.14,Yes,Yes,Open,Banned,3397164,2767026,439046,Sinovac,4.8,2.5,1.04,-3.92,5.47,442.6,Medium,Yes,Yes,Beta,1,8592,232462,75018,34138,20134,9604,4.67
2020-07-11,USA,85661,855,77435,7371,117353,15.92,780,10,508,38,60.99,341062124,0.43,0.99,30.27,6.5,No,Yes,Open,Restricted,1160957,829268,114748,Sputnik,3.61,2.72,3.19,-11.25,13.09,360.86,Low,Yes,No,Alpha,4,94419,143217,92705,63270,37955,3186,7.68
2020-07-12,USA,86179,859,77888,7432,118062,16.01,432,81,206,46,40.05,72705134,0.17,1.85,97.76,-20.15,No,Yes,Open,Banned,2055122,1803226,254463,Pfizer,2.48,0.72,3.33,-1.25,18.04,147.8,Full,Yes,Yes,Alpha,2,11432,70907,154020,90596,8675,1474,3.24
2020-07-13,USA,86684,863,78332,7489,118754,16.11,670,19,676,13,41.08,329068482,0.57,1.6,27.91,-48.09,No,No,Partial,Restricted,2115576,1890722,259540,Covishield,3.63,0.96,2.04,-2.26,8.54,112.01,Medium,No,No,Beta,4,4646,197790,78355,108955,40911,1947,6.77
2020-07-14,USA,87157,870,78733,7554,119402,16.2,690,90,670,39,56.04,117347689,0.56,1.3,14.16,37.72,Yes,No,Partial,Banned,3590352,2653390,575579,Covishield,3.25,0.77,2.32,-6.54,15.35,413.74,Full,Yes,No,Delta,3,62418,186762,171033,6672,24400,8089,7.13
2020-07-15,USA,87653,873,79197,7583,120082,16.29,736,72,557,43,42.53,225969912,0.46,1.92,42.54,43.09,Yes,No,Partial,Allowed,4376524,3499026,684385,Covishield,2.07,2.32,2.04,0.23,18.0,212.76,Medium,No,No,Delta,2,51579,136957,39047,90232,27209,7827,7.61
